TransactionAmount,TransactionType,Channel,LoginAttempts,AccountBalance,CustomerOccupation,Cluster_DBSCAN
144.3,Debit,ATM,1.0,312.1899999999996,Student,0
348.7,Credit,Branch,1.0,2445.58,Retired,0
366.21,Debit,ATM,1.0,10862.99,Doctor,0
99.11000000000001,Debit,Online,1.0,5414.87,Retired,0
539.35,Debit,ATM,1.0,3919.44,Retired,0
188.99,Debit,Branch,1.0,7315.34,Engineer,0
1416.69,Debit,ATM,1.0,3740.73,Engineer,0
710.14,Debit,ATM,1.0,465.6300000000001,Student,0
308.68,Debit,Online,1.0,9992.36,Doctor,0
166.68,Debit,ATM,1.0,5141.19,Retired,0
0.9900000000000091,Debit,ATM,1.0,4317.85,Engineer,0
505.19,Debit,ATM,5.0,5326.68,Doctor,-1
66.57999999999998,Debit,Branch,1.0,1636.3199999999997,Student,0
223.43,Debit,Branch,1.0,7932.41,Retired,0
659.95,Debit,Online,1.0,3927.69,Engineer,0
634.86,Debit,ATM,1.0,588.5,Student,0
286.5,Credit,Branch,1.0,8517.95,Engineer,0
322.96,Credit,Branch,1.0,2401.59,Retired,0
654.48,Debit,Branch,1.0,6776.41,Student,0
157.97,Debit,Branch,1.0,5529.92,Doctor,0
120.9,Debit,Branch,1.0,9009.42,Doctor,0
254.77,Debit,Branch,1.0,5994.87,Engineer,0
795.96,Debit,Online,1.0,5468.58,Retired,0
149.25,Debit,ATM,1.0,5677.52,Engineer,0
3.420000000000016,Credit,Online,1.0,14180.21,Doctor,0
68.19,Credit,Online,1.0,9895.1,Doctor,0
493.42,Debit,Branch,1.0,2232.84,Engineer,0
37.56999999999999,Debit,ATM,1.0,7739.54,Retired,0
127.0,Credit,Branch,5.0,431.15999999999985,Student,1
96.88999999999999,Debit,ATM,1.0,6044.93,Retired,0
448.33,Debit,ATM,1.0,922.1900000000005,Student,0
1116.48,Debit,ATM,1.0,447.52999999999975,Engineer,0
8.649999999999977,Debit,Online,1.0,10778.35,Doctor,0
65.57,Debit,Online,1.0,7513.79,Engineer,0
539.81,Debit,Online,1.0,2051.25,Engineer,0
363.53,Debit,ATM,1.0,1038.9099999999994,Retired,0
64.9,Credit,Branch,1.0,6854.61,Retired,0
358.18,Debit,ATM,1.0,619.8599999999997,Student,0
167.2,Debit,Branch,1.0,11320.83,Doctor,0
121.91,Debit,Branch,1.0,14510.8,Doctor,0
137.57,Debit,Online,1.0,5103.67,Engineer,0
534.62,Debit,Online,1.0,13793.53,Doctor,0
463.9200000000001,Debit,Online,1.0,2403.39,Engineer,0
320.14,Debit,Online,1.0,3075.97,Retired,0
214.93,Debit,Online,1.0,7835.4,Student,0
660.02,Debit,Branch,1.0,414.4300000000003,Student,0
345.81,Debit,Branch,1.0,6116.8,Engineer,0
143.54,Debit,ATM,1.0,6067.62,Retired,0
42.55000000000004,Debit,Branch,1.0,7341.43,Engineer,0
1063.2499999999998,Credit,Online,1.0,1240.71,Student,0
541.79,Debit,ATM,1.0,1454.08,Student,0
40.56999999999999,Debit,Branch,1.0,1476.9099999999999,Student,0
120.24000000000001,Debit,Branch,2.0,1943.13,Student,-1
498.67,Debit,Online,1.0,1719.9700000000003,Student,0
227.22,Debit,ATM,1.0,832.8199999999997,Doctor,0
1182.86,Debit,Online,1.0,7696.16,Engineer,0
56.94,Credit,Online,1.0,7004.63,Retired,0
629.8199999999999,Debit,ATM,1.0,6385.69,Retired,0
59.44,Debit,Online,1.0,5472.03,Engineer,0
186.69,Debit,Branch,1.0,8602.22,Engineer,0
230.46,Debit,Online,1.0,162.52999999999975,Student,0
65.09,Credit,Online,1.0,9370.9,Engineer,0
457.09,Credit,Online,1.0,8570.82,Engineer,0
552.02,Credit,ATM,1.0,522.0799999999999,Engineer,0
377.12,Debit,ATM,1.0,836.6700000000001,Engineer,0
204.56,Credit,Branch,1.0,364.72000000000025,Student,0
420.28,Debit,Branch,1.0,8557.32,Doctor,0
97.09,Debit,ATM,4.0,1579.5699999999997,Student,-1
124.59,Debit,Branch,1.0,129.28999999999996,Student,0
73.88,Debit,Online,1.0,6474.41,Doctor,0
77.43,Debit,Online,1.0,1380.21,Student,0
106.15999999999997,Debit,ATM,4.0,7487.79,Doctor,-1
245.93,Debit,Branch,1.0,7986.63,Engineer,0
622.41,Debit,ATM,1.0,7322.01,Doctor,0
43.72999999999999,Debit,ATM,1.0,9929.43,Doctor,0
1282.86,Debit,Branch,1.0,1830.98,Student,0
2.0299999999999727,Credit,ATM,1.0,3012.31,Engineer,0
770.65,Debit,Online,1.0,7198.8,Doctor,0
260.31,Debit,Branch,1.0,10980.38,Doctor,0
356.1,Credit,Branch,1.0,868.3500000000004,Student,0
27.069999999999993,Credit,Branch,1.0,3773.29,Retired,0
119.88999999999999,Debit,ATM,1.0,6697.77,Doctor,0
106.38999999999999,Debit,Online,1.0,9410.99,Doctor,0
12.04000000000002,Debit,Online,1.0,6213.32,Engineer,0
365.7,Debit,Branch,2.0,368.77999999999975,Student,-1
29.379999999999995,Credit,Branch,1.0,1663.31,Student,0
319.85,Debit,ATM,1.0,711.6599999999999,Doctor,0
350.14,Credit,Online,1.0,2403.25,Retired,0
163.94,Credit,Branch,1.0,5957.37,Retired,0
170.53,Debit,Branch,1.0,801.0100000000002,Student,0
262.22,Credit,ATM,1.0,5711.71,Engineer,0
41.49000000000001,Debit,Online,1.0,928.3299999999999,Student,0
121.43,Credit,Branch,1.0,7365.28,Engineer,0
350.46,Debit,Branch,1.0,5839.38,Retired,0
220.40999999999997,Credit,Online,1.0,5116.98,Engineer,0
33.45999999999998,Debit,ATM,1.0,3641.07,Retired,0
104.79000000000002,Debit,ATM,1.0,1352.19,Doctor,0
246.27,Debit,Online,1.0,7299.86,Doctor,0
48.849999999999994,Debit,ATM,1.0,1503.56,Student,0
332.0,Debit,ATM,1.0,5943.13,Retired,0
118.1,Debit,Online,1.0,895.6599999999999,Engineer,0
84.59,Credit,Branch,1.0,5669.1,Doctor,0
295.64,Debit,Online,1.0,1061.96,Student,0
514.33,Debit,Branch,1.0,1592.94,Student,0
992.1700000000001,Debit,ATM,1.0,6215.96,Doctor,0
94.58999999999997,Debit,Online,1.0,6171.89,Doctor,0
80.43,Debit,Branch,1.0,5987.67,Retired,0
54.25,Debit,Online,1.0,14783.33,Doctor,0
178.88,Credit,Branch,4.0,4708.29,Retired,-1
518.85,Debit,Online,1.0,1806.0,Student,0
10.649999999999977,Debit,Online,1.0,13240.719999999998,Doctor,0
198.62,Credit,Branch,1.0,1196.0699999999997,Student,0
107.03,Debit,Branch,1.0,1408.0699999999997,Student,0
139.57,Debit,ATM,3.0,271.77999999999975,Student,-1
312.47,Debit,ATM,4.0,9419.27,Engineer,-1
346.11,Debit,Branch,1.0,9551.64,Engineer,0
138.06,Debit,Branch,1.0,1070.4700000000007,Engineer,0
158.02,Debit,ATM,1.0,9374.24,Engineer,0
830.01,Credit,Online,1.0,4253.18,Retired,0
435.5,Debit,ATM,1.0,6981.03,Retired,0
110.49000000000001,Debit,Online,1.0,10483.93,Doctor,0
329.4,Debit,Online,1.0,9588.07,Doctor,0
635.4,Debit,ATM,1.0,1238.1099999999997,Doctor,0
769.97,Debit,Branch,1.0,1244.9300000000003,Student,0
175.07,Debit,Branch,1.0,1040.25,Student,0
7.310000000000002,Debit,Branch,1.0,5757.67,Retired,0
175.14999999999998,Debit,ATM,1.0,1712.65,Student,0
32.54000000000002,Debit,Online,4.0,1544.88,Student,-1
121.82,Debit,Online,1.0,13293.829999999998,Doctor,0
56.119999999999976,Debit,ATM,1.0,8839.67,Doctor,0
424.7,Credit,Online,1.0,6239.89,Retired,0
35.160000000000025,Debit,Branch,1.0,8459.18,Engineer,0
35.73000000000002,Debit,Branch,1.0,9073.17,Doctor,0
3.4399999999999977,Debit,ATM,1.0,7561.33,Retired,0
1342.25,Credit,Branch,1.0,694.0299999999997,Student,0
139.03,Credit,Online,1.0,2276.57,Engineer,0
254.92,Credit,ATM,1.0,2791.12,Engineer,0
115.11000000000001,Debit,Online,1.0,9808.97,Engineer,0
171.11,Debit,ATM,1.0,6324.09,Retired,0
168.54,Debit,ATM,2.0,13406.0,Doctor,-1
420.76,Debit,Branch,1.0,6581.55,Retired,0
408.46,Debit,Branch,1.0,3140.79,Retired,0
1162.42,Credit,Online,1.0,10357.26,Doctor,-1
342.17,Credit,Branch,1.0,461.8299999999999,Student,0
580.71,Debit,ATM,1.0,5670.0,Engineer,0
821.54,Credit,Branch,1.0,4040.32,Retired,0
253.47,Debit,Branch,1.0,220.51000000000022,Student,0
22.810000000000002,Debit,Online,1.0,3634.76,Retired,0
266.57,Credit,Online,1.0,7180.48,Engineer,0
374.61,Credit,Online,1.0,1389.71,Retired,0
339.35,Credit,ATM,1.0,5002.7,Retired,0
810.3600000000001,Debit,ATM,1.0,9239.12,Student,0
9.829999999999984,Debit,ATM,1.0,666.4200000000001,Student,0
135.57,Credit,Branch,1.0,11351.64,Doctor,0
340.05,Debit,ATM,1.0,7234.15,Engineer,0
283.45,Debit,Branch,1.0,2049.51,Engineer,0
100.99000000000001,Debit,ATM,1.0,8865.27,Doctor,0
90.88,Debit,Branch,1.0,3908.47,Student,0
655.15,Debit,ATM,1.0,5587.44,Engineer,0
320.55,Debit,Online,1.0,438.75,Engineer,0
41.50999999999999,Debit,Online,1.0,609.6000000000004,Student,0
71.52999999999997,Credit,Branch,1.0,2393.73,Retired,0
467.13,Credit,Branch,1.0,3914.84,Retired,0
235.4,Debit,Branch,1.0,818.3599999999997,Student,0
159.32,Debit,Branch,1.0,304.4399999999996,Student,0
50.829999999999984,Credit,Online,1.0,9553.42,Doctor,0
56.889999999999986,Credit,Branch,1.0,3034.67,Engineer,0
20.21999999999997,Debit,ATM,1.0,5515.32,Engineer,0
50.400000000000006,Debit,Branch,1.0,1677.0100000000002,Doctor,0
73.88,Debit,Branch,1.0,4055.55,Retired,0
119.60999999999999,Debit,ATM,1.0,9899.94,Doctor,0
1241.05,Debit,Branch,1.0,756.7399999999998,Student,0
116.57999999999998,Debit,Branch,1.0,2620.74,Engineer,0
1919.11,Debit,ATM,1.0,11090.24,Doctor,-1
391.96,Debit,ATM,1.0,2174.16,Retired,0
156.26,Credit,Branch,1.0,7854.1,Engineer,0
427.0,Credit,Branch,1.0,8253.65,Engineer,0
443.68,Debit,ATM,1.0,874.1499999999996,Student,0
101.75999999999999,Debit,Branch,1.0,6043.25,Doctor,0
67.57,Debit,Branch,1.0,2766.12,Engineer,0
326.29,Debit,Online,1.0,8171.26,Engineer,0
158.56,Debit,ATM,1.0,5401.21,Doctor,0
56.02000000000004,Debit,Online,1.0,3548.02,Student,0
288.28,Debit,Online,1.0,160.82999999999993,Student,0
245.67,Credit,Branch,1.0,752.25,Student,0
152.18,Credit,Online,4.0,2459.84,Engineer,-1
114.35,Credit,Branch,1.0,469.1199999999999,Engineer,0
373.27,Credit,Online,1.0,8441.61,Doctor,0
504.63,Debit,Online,1.0,3806.16,Engineer,0
126.22,Debit,ATM,4.0,6133.41,Engineer,-1
820.1500000000001,Debit,Branch,1.0,8802.97,Doctor,0
986.81,Credit,Online,1.0,14881.77,Doctor,-1
8.370000000000005,Debit,ATM,1.0,1106.3400000000001,Retired,0
197.49,Credit,Online,1.0,5005.33,Retired,0
637.97,Debit,Branch,1.0,7949.03,Retired,0
13.519999999999982,Debit,ATM,1.0,259.77000000000044,Student,0
432.1,Debit,ATM,1.0,2114.3,Engineer,0
375.17,Debit,ATM,2.0,5495.3,Engineer,-1
642.68,Debit,Branch,1.0,8461.46,Doctor,0
78.44,Credit,Online,1.0,6870.84,Retired,0
139.72,Debit,Branch,1.0,5058.83,Engineer,0
499.99,Debit,Branch,1.0,8885.0,Engineer,0
10.069999999999993,Debit,Online,1.0,530.8099999999995,Student,0
120.62,Debit,ATM,1.0,9379.53,Student,0
578.49,Debit,Branch,1.0,6475.13,Retired,0
119.30000000000001,Debit,Branch,5.0,319.03999999999996,Engineer,1
280.92,Debit,Online,1.0,5298.85,Doctor,0
42.420000000000016,Debit,Online,1.0,490.5699999999997,Student,0
77.03,Debit,ATM,1.0,11310.27,Doctor,0
22.589999999999975,Debit,ATM,1.0,3988.75,Retired,0
568.76,Debit,ATM,1.0,7484.32,Retired,0
25.939999999999998,Credit,Online,5.0,4815.11,Retired,-1
105.94,Debit,Branch,1.0,5963.1,Engineer,0
733.29,Debit,ATM,5.0,10427.0,Doctor,-1
350.15,Credit,ATM,1.0,296.47000000000025,Student,0
1151.18,Debit,ATM,1.0,1100.0599999999995,Doctor,0
183.67,Debit,Online,1.0,910.2600000000002,Student,0
278.27,Debit,Branch,1.0,6684.34,Doctor,0
470.3,Debit,ATM,1.0,8524.09,Doctor,0
261.69,Debit,ATM,1.0,5126.65,Retired,0
365.04,Debit,Branch,1.0,873.8900000000003,Student,0
211.1,Debit,Branch,1.0,7059.77,Retired,0
21.49000000000001,Debit,ATM,1.0,11991.24,Doctor,0
63.579999999999984,Debit,ATM,1.0,8086.04,Student,0
321.86,Debit,ATM,1.0,12626.49,Doctor,0
12.110000000000014,Debit,Branch,1.0,1730.2799999999997,Retired,0
642.54,Debit,Branch,1.0,3143.17,Engineer,0
210.45,Debit,ATM,1.0,1242.4899999999998,Student,0
313.65,Credit,Branch,1.0,1886.3599999999997,Retired,0
99.75999999999999,Debit,Branch,1.0,416.8900000000003,Student,0
115.32,Debit,Branch,1.0,5929.08,Retired,0
33.610000000000014,Debit,Online,1.0,479.0799999999999,Student,0
498.59,Credit,Online,1.0,5862.99,Doctor,0
98.81,Debit,Branch,1.0,797.1000000000004,Student,0
1.8700000000000045,Debit,ATM,1.0,7287.94,Retired,0
78.92000000000002,Credit,Online,1.0,5624.86,Engineer,0
194.29,Credit,Branch,1.0,2988.41,Engineer,0
28.730000000000018,Debit,ATM,1.0,2712.96,Engineer,0
105.53,Debit,Online,1.0,1433.6599999999999,Student,0
737.34,Debit,Online,1.0,7336.56,Doctor,0
237.86,Debit,ATM,1.0,475.6300000000001,Student,0
409.61,Debit,Branch,1.0,11698.15,Doctor,0
75.53,Credit,Online,1.0,1034.35,Student,0
72.75,Debit,ATM,1.0,12042.79,Doctor,0
39.110000000000014,Debit,Online,1.0,518.54,Student,0
1309.79,Debit,ATM,1.0,1258.9300000000003,Student,0
729.38,Debit,ATM,1.0,9127.65,Doctor,0
137.49,Debit,ATM,1.0,4471.05,Engineer,0
504.71,Debit,Online,1.0,6214.54,Engineer,0
371.47,Credit,Branch,1.0,1187.04,Student,0
430.35,Debit,Online,1.0,354.89999999999964,Doctor,0
230.32,Debit,Branch,1.0,791.46,Engineer,0
121.70999999999998,Debit,ATM,1.0,5878.89,Retired,0
98.87,Debit,Online,1.0,533.1999999999998,Student,0
117.55000000000001,Debit,ATM,1.0,897.9400000000005,Student,0
244.64,Debit,Branch,1.0,9159.56,Doctor,0
321.93,Debit,ATM,1.0,4392.73,Engineer,0
1092.73,Debit,Branch,1.0,1390.98,Retired,0
283.23,Debit,Online,1.0,2008.77,Engineer,0
346.65,Debit,Online,1.0,6356.96,Engineer,0
381.62,Debit,Online,1.0,6009.12,Retired,0
388.65,Debit,ATM,1.0,7896.85,Retired,0
29.21999999999997,Debit,ATM,1.0,1649.4300000000003,Student,0
46.75,Debit,Branch,1.0,2840.43,Retired,0
348.64,Debit,Online,1.0,3274.96,Retired,0
319.17,Debit,Online,1.0,6501.56,Retired,0
73.94999999999999,Debit,ATM,1.0,363.9200000000001,Student,0
389.63,Debit,Online,1.0,9748.48,Engineer,0
217.61,Debit,ATM,1.0,1404.5299999999997,Student,0
199.84,Debit,ATM,1.0,706.4400000000005,Student,0
56.349999999999994,Debit,ATM,1.0,5095.73,Doctor,0
248.95,Credit,Branch,1.0,3059.79,Retired,0
142.58,Debit,ATM,1.0,7844.23,Engineer,0
1020.73,Debit,ATM,1.0,1119.6099999999992,Student,0
84.34,Debit,Online,3.0,5313.97,Retired,-1
1607.55,Debit,ATM,1.0,6227.99,Engineer,-1
333.78,Debit,ATM,1.0,6810.94,Retired,0
332.59,Debit,Online,1.0,1457.0699999999997,Retired,0
236.81,Debit,Branch,1.0,813.6800000000003,Student,0
417.8,Credit,Branch,1.0,1518.8199999999997,Student,0
319.27,Debit,ATM,1.0,10269.78,Doctor,0
384.1,Debit,Branch,1.0,672.79,Engineer,0
820.6200000000001,Credit,Branch,1.0,6024.8,Doctor,0
474.77,Credit,Online,1.0,2158.59,Engineer,0
542.72,Credit,Branch,1.0,6011.8,Doctor,0
79.80000000000001,Debit,ATM,1.0,6372.58,Retired,0
46.24000000000001,Debit,Branch,1.0,2569.56,Engineer,0
327.8,Debit,ATM,1.0,10585.48,Doctor,0
445.79,Debit,ATM,1.0,717.9899999999998,Doctor,0
55.889999999999986,Debit,Online,1.0,3689.65,Retired,0
158.41,Debit,Branch,1.0,1512.1599999999999,Student,0
101.19,Credit,Online,1.0,14389.45,Doctor,0
827.1400000000001,Debit,Branch,4.0,9800.21,Engineer,-1
61.97,Debit,ATM,1.0,7014.69,Retired,0
27.20999999999998,Debit,ATM,1.0,3520.61,Retired,0
173.74,Debit,Online,1.0,4913.42,Retired,0
176.11,Debit,Branch,1.0,9155.35,Engineer,0
88.4,Debit,Online,1.0,2567.53,Engineer,0
567.92,Debit,Online,1.0,3779.47,Retired,0
138.11,Credit,Online,1.0,4177.65,Retired,0
456.93,Credit,Branch,1.0,7284.76,Engineer,0
101.42000000000002,Debit,Online,1.0,6530.59,Retired,0
300.61,Debit,Online,1.0,7895.54,Doctor,0
265.94,Debit,Online,1.0,6781.3,Engineer,0
345.54,Debit,Online,1.0,2091.78,Engineer,0
411.52,Debit,ATM,1.0,11108.39,Doctor,0
111.20999999999998,Debit,Branch,1.0,9088.36,Doctor,0
316.37,Debit,ATM,1.0,4671.69,Engineer,0
260.63,Debit,Branch,1.0,7534.73,Engineer,0
92.36000000000001,Debit,ATM,1.0,6353.14,Engineer,0
262.06,Debit,Branch,1.0,13587.52,Doctor,0
64.5,Debit,ATM,1.0,1351.2399999999998,Retired,0
253.55,Debit,ATM,5.0,2797.26,Engineer,1
408.28,Credit,Branch,3.0,1222.77,Student,-1
175.94,Debit,ATM,1.0,3728.04,Retired,0
199.47,Debit,Online,1.0,6067.44,Doctor,0
51.06999999999999,Debit,Branch,1.0,4292.16,Retired,0
435.86,Debit,ATM,1.0,3801.82,Retired,0
74.73000000000002,Credit,Branch,1.0,6353.22,Retired,0
182.79,Credit,Online,1.0,1251.85,Student,0
628.36,Debit,Online,1.0,11869.71,Doctor,0
268.39,Debit,Online,1.0,9409.43,Doctor,0
362.27,Debit,ATM,1.0,6003.59,Retired,0
560.15,Credit,Online,1.0,817.8299999999999,Engineer,0
351.99,Debit,ATM,2.0,3663.64,Retired,-1
132.36,Debit,Branch,1.0,319.64999999999964,Student,0
24.769999999999982,Credit,Online,1.0,478.22999999999956,Engineer,0
668.67,Debit,Online,4.0,13446.81,Doctor,-1
80.24000000000001,Credit,Branch,1.0,8012.81,Doctor,0
8.649999999999977,Debit,ATM,1.0,4201.22,Retired,0
178.91,Debit,ATM,1.0,8870.89,Student,0
115.22,Debit,Branch,1.0,906.1999999999998,Engineer,0
161.63,Debit,Online,1.0,9286.37,Doctor,0
542.75,Credit,Branch,1.0,2224.08,Retired,0
317.47,Credit,Online,1.0,14639.28,Doctor,0
280.99,Debit,Branch,1.0,9733.59,Engineer,0
24.189999999999998,Debit,ATM,1.0,2756.2,Engineer,0
586.85,Debit,ATM,1.0,6655.15,Doctor,0
372.41,Debit,ATM,1.0,3233.87,Retired,0
63.170000000000016,Debit,ATM,1.0,1676.5699999999997,Student,0
383.69,Debit,Online,1.0,8371.11,Engineer,0
247.17,Credit,Branch,1.0,2611.64,Retired,0
48.78,Credit,Branch,1.0,552.0599999999995,Student,0
4.149999999999977,Credit,Branch,1.0,6017.36,Retired,0
60.99000000000001,Debit,Branch,1.0,7281.46,Engineer,0
408.19,Debit,Branch,1.0,6847.47,Engineer,0
524.6,Debit,Branch,1.0,13017.7,Doctor,0
108.95999999999998,Debit,ATM,1.0,7597.66,Student,0
70.03,Debit,Branch,1.0,7330.31,Retired,0
124.84,Debit,Online,1.0,6711.78,Retired,0
324.04,Debit,ATM,1.0,2248.06,Retired,0
39.69,Debit,Online,1.0,3524.68,Retired,0
157.7,Credit,Branch,1.0,8332.58,Engineer,0
81.26999999999998,Credit,Online,1.0,1814.48,Student,0
193.82,Debit,Branch,1.0,3886.77,Engineer,0
16.730000000000018,Debit,Online,1.0,7591.13,Retired,0
474.05,Debit,ATM,1.0,1484.31,Retired,0
39.20999999999998,Debit,ATM,4.0,9385.57,Doctor,-1
637.75,Debit,Branch,1.0,4202.92,Retired,0
153.59,Credit,Branch,1.0,4813.12,Retired,0
186.6,Debit,Branch,1.0,9716.68,Student,0
644.08,Debit,Online,1.0,1980.62,Student,0
226.66,Debit,Branch,1.0,10216.25,Doctor,0
305.0,Debit,ATM,1.0,944.8299999999999,Student,0
233.1,Credit,Branch,1.0,7469.2,Doctor,0
793.13,Debit,Online,1.0,13389.16,Doctor,0
224.19,Debit,ATM,1.0,8475.47,Doctor,0
214.83,Credit,ATM,1.0,991.6900000000005,Student,0
163.46,Credit,Branch,1.0,6953.8,Retired,0
194.99,Debit,Branch,1.0,1370.0299999999997,Engineer,0
23.399999999999977,Debit,ATM,4.0,14851.28,Doctor,-1
227.5,Debit,Online,1.0,11505.35,Doctor,0
259.9,Debit,Online,1.0,914.2799999999997,Student,0
59.50999999999999,Credit,Online,1.0,9955.88,Doctor,0
50.629999999999995,Debit,Online,1.0,4732.81,Retired,0
1074.95,Debit,Branch,1.0,530.8599999999997,Student,0
112.93999999999997,Credit,Online,1.0,3807.84,Retired,0
11.810000000000002,Debit,ATM,1.0,320.25,Student,0
329.14,Debit,Branch,1.0,12033.92,Doctor,0
154.24,Debit,ATM,1.0,6109.55,Retired,0
233.44,Debit,Online,1.0,1691.88,Student,0
141.8,Debit,ATM,1.0,1697.67,Student,0
209.03,Debit,Branch,1.0,8359.5,Engineer,0
1137.63,Debit,ATM,1.0,1629.12,Student,0
261.14,Debit,ATM,1.0,6100.08,Engineer,0
101.81,Debit,ATM,1.0,13872.03,Doctor,0
98.70999999999998,Debit,ATM,1.0,10095.23,Doctor,0
87.38,Debit,Branch,1.0,1504.9899999999998,Student,0
83.38999999999999,Debit,Branch,1.0,13182.11,Doctor,0
267.55,Debit,Online,1.0,4330.04,Engineer,0
870.05,Debit,ATM,1.0,905.25,Doctor,0
154.32,Credit,ATM,1.0,6972.5,Engineer,0
164.51,Debit,Branch,1.0,3553.69,Retired,0
758.12,Debit,ATM,1.0,6164.65,Retired,0
103.75999999999999,Debit,Online,1.0,9626.14,Engineer,0
583.92,Debit,Online,1.0,6364.14,Engineer,0
204.06,Debit,Online,1.0,4351.83,Retired,0
53.50999999999999,Debit,Online,1.0,5773.5,Retired,0
1108.4599999999998,Debit,Branch,1.0,9257.04,Engineer,0
52.94999999999999,Credit,Online,1.0,6335.58,Retired,0
120.17000000000002,Debit,ATM,1.0,5403.79,Doctor,0
220.8,Debit,Online,1.0,8135.31,Engineer,0
119.00999999999999,Debit,ATM,1.0,9798.26,Doctor,0
183.32,Debit,ATM,1.0,137.42000000000007,Student,0
858.8800000000001,Debit,Online,1.0,7015.46,Engineer,0
11.45999999999998,Credit,Online,1.0,2356.71,Engineer,0
61.370000000000005,Debit,Branch,1.0,4294.44,Retired,0
103.07999999999998,Credit,Branch,1.0,9251.38,Engineer,0
1.2099999999999795,Debit,Branch,1.0,7542.74,Retired,0
425.18,Credit,Online,1.0,9880.71,Engineer,0
60.96000000000001,Debit,ATM,1.0,6189.24,Retired,0
64.20999999999998,Debit,ATM,1.0,12540.18,Doctor,0
523.02,Debit,Online,1.0,4586.11,Retired,0
50.25999999999999,Debit,Branch,1.0,1519.38,Retired,0
110.07999999999996,Debit,Branch,1.0,1447.2600000000002,Student,0
54.47,Credit,Branch,1.0,1131.4199999999996,Student,0
79.75999999999999,Debit,Online,1.0,10278.75,Doctor,0
16.79000000000002,Credit,Online,1.0,535.1499999999996,Doctor,0
1531.31,Debit,Online,4.0,859.8599999999997,Student,-1
68.61999999999998,Debit,Branch,1.0,13891.47,Doctor,0
157.16,Debit,Branch,1.0,1545.77,Student,0
643.3800000000001,Credit,Online,1.0,1046.7399999999993,Student,0
328.34,Credit,Online,1.0,2840.45,Engineer,0
72.68,Debit,Online,1.0,6216.77,Retired,0
354.76,Debit,Branch,1.0,10141.92,Doctor,0
793.88,Credit,ATM,1.0,1404.06,Student,0
29.21999999999997,Debit,ATM,1.0,7795.79,Engineer,0
653.97,Debit,Online,1.0,3886.65,Engineer,0
366.43,Credit,Online,1.0,1560.4499999999998,Student,0
120.86000000000001,Debit,Online,4.0,13566.58,Doctor,-1
233.74,Debit,Online,1.0,4749.54,Retired,0
471.8399999999999,Debit,ATM,1.0,1044.33,Student,0
213.4,Credit,Branch,1.0,2012.2399999999998,Retired,0
254.21,Debit,ATM,1.0,2487.2,Engineer,0
577.73,Debit,ATM,1.0,14977.99,Doctor,0
170.26,Debit,ATM,1.0,1969.48,Student,0
337.73,Debit,Online,4.0,7001.2,Retired,-1
330.61,Credit,Branch,1.0,2525.25,Retired,0
132.33,Credit,ATM,1.0,7457.94,Engineer,0
672.74,Credit,Branch,1.0,5386.52,Engineer,0
74.04000000000002,Debit,Online,1.0,1690.23,Student,0
197.18,Debit,Online,1.0,3114.92,Engineer,0
21.149999999999977,Debit,Branch,1.0,3466.74,Retired,0
218.37,Debit,ATM,1.0,9942.24,Doctor,0
590.01,Debit,Online,3.0,9791.74,Doctor,-1
697.82,Debit,Online,1.0,6824.0,Engineer,0
302.76,Debit,ATM,3.0,8583.39,Engineer,-1
148.0,Debit,Branch,1.0,1488.65,Student,0
22.25999999999999,Debit,Branch,1.0,5583.88,Student,0
0.8600000000000136,Debit,ATM,1.0,1357.2200000000003,Student,0
757.1,Debit,Branch,1.0,10553.23,Doctor,0
38.81,Credit,Online,1.0,1619.6,Student,0
76.50999999999999,Credit,Online,4.0,9475.4,Engineer,-1
32.45999999999998,Debit,Online,1.0,8656.18,Doctor,0
1022.75,Credit,Branch,1.0,207.73999999999978,Doctor,0
20.639999999999986,Debit,Branch,1.0,949.3800000000001,Student,0
662.11,Debit,Branch,1.0,1996.38,Student,0
288.77,Debit,ATM,1.0,8836.51,Engineer,0
35.05000000000001,Debit,Branch,1.0,14330.47,Doctor,0
214.73,Credit,ATM,1.0,5368.42,Doctor,0
25.379999999999995,Debit,Branch,1.0,8616.05,Engineer,0
617.66,Debit,ATM,1.0,5906.58,Engineer,0
446.39,Debit,ATM,1.0,7863.6,Retired,0
377.92,Debit,Branch,1.0,2254.71,Engineer,0
11.04000000000002,Debit,Online,1.0,6983.04,Engineer,0
275.46,Debit,ATM,1.0,9697.75,Doctor,0
179.76,Debit,Online,1.0,5909.52,Retired,0
32.339999999999975,Debit,Branch,1.0,7847.62,Doctor,0
273.92,Debit,Branch,1.0,4543.56,Retired,0
375.45,Debit,Branch,1.0,1307.23,Student,0
388.98,Debit,ATM,1.0,1819.9099999999999,Student,0
492.84,Debit,ATM,1.0,577.6700000000001,Student,0
148.85,Debit,ATM,1.0,7802.36,Doctor,0
119.94999999999999,Credit,Branch,5.0,2596.61,Retired,-1
391.66,Debit,Branch,1.0,2406.31,Engineer,0
185.99,Credit,Branch,1.0,402.4499999999998,Engineer,0
322.48,Debit,ATM,1.0,1238.4300000000003,Student,0
20.269999999999982,Debit,Branch,1.0,796.3500000000004,Student,0
280.61,Debit,ATM,3.0,7888.76,Engineer,-1
199.02,Debit,ATM,1.0,4658.89,Retired,0
104.23000000000002,Credit,Online,1.0,5009.29,Retired,0
